image_filename,lighting,pixels_light
Image05301.jpg,Day,146.0
Image00001.jpg,Day,117.0
Image00002.jpg,Day,133.0
Image00003.jpg,Day,134.0
Image00004.jpg,Day,134.0
Image00005.jpg,Day,135.0
Image00006.jpg,Day,136.0
Image00007.jpg,Day,136.0
Image00008.jpg,Day,137.0
Image00009.jpg,Day,137.0
Image00010.jpg,Day,138.0
Image00011.jpg,Day,139.0
Image00012.jpg,Day,140.0
Image00013.jpg,Day,141.0
Image00014.jpg,Day,141.0
Image00015.jpg,Day,141.0
Image00016.jpg,Day,141.0
Image00017.jpg,Day,141.0
Image00019.jpg,Day,141.0
Image00020.jpg,Day,142.0
Image00021.jpg,Day,143.0
Image00022.jpg,Day,144.0
Image00023.jpg,Day,146.0
Image00024.jpg,Day,146.0
Image00025.jpg,Day,148.0
Image00026.jpg,Day,149.0
Image00027.jpg,Day,150.0
Image00028.jpg,Day,151.0
Image00029.jpg,Day,151.0
Image00030.jpg,Day,152.0
Image00031.jpg,Day,154.0
Image00032.jpg,Day,154.0
Image00033.jpg,Day,154.0
Image00034.jpg,Day,154.0
Image00035.jpg,Day,153.0
Image00037.jpg,Day,153.0
Image00038.jpg,Day,152.0
Image00039.jpg,Day,152.0
Image00040.jpg,Day,151.0
Image00041.jpg,Day,152.0
Image00042.jpg,Day,151.0
Image00043.jpg,Day,151.0
Image00044.jpg,Day,150.0
Image00045.jpg,Day,150.0
Image00046.jpg,Day,149.0
Image00047.jpg,Day,148.0
Image00048.jpg,Day,148.0
Image00049.jpg,Day,148.0
Image00050.jpg,Day,147.0
Image00051.jpg,Day,144.0
Image00052.jpg,Day,143.0
Image00053.jpg,Day,143.0
Image00055.jpg,Day,144.0
Image00056.jpg,Day,143.0
Image00057.jpg,Day,144.0
Image00058.jpg,Day,144.0
Image00059.jpg,Day,143.0
Image00060.jpg,Day,142.0
Image00061.jpg,Day,143.0
Image00062.jpg,Day,142.0
Image00063.jpg,Day,143.0
Image00064.jpg,Day,143.0
Image00065.jpg,Day,144.0
Image00066.jpg,Day,143.0
Image00067.jpg,Day,143.0
